label,L0_x,L0_y,L0_z,L1_x,L1_y,L1_z,L2_x,L2_y,L2_z,L3_x,L3_y,L3_z,L4_x,L4_y,L4_z,L5_x,L5_y,L5_z,L6_x,L6_y,L6_z,L7_x,L7_y,L7_z,L8_x,L8_y,L8_z,L9_x,L9_y,L9_z,L10_x,L10_y,L10_z,L11_x,L11_y,L11_z,L12_x,L12_y,L12_z,L13_x,L13_y,L13_z,L14_x,L14_y,L14_z,L15_x,L15_y,L15_z,L16_x,L16_y,L16_z,L17_x,L17_y,L17_z,L18_x,L18_y,L18_z,L19_x,L19_y,L19_z,L20_x,L20_y,L20_z,R0_x,R0_y,R0_z,R1_x,R1_y,R1_z,R2_x,R2_y,R2_z,R3_x,R3_y,R3_z,R4_x,R4_y,R4_z,R5_x,R5_y,R5_z,R6_x,R6_y,R6_z,R7_x,R7_y,R7_z,R8_x,R8_y,R8_z,R9_x,R9_y,R9_z,R10_x,R10_y,R10_z,R11_x,R11_y,R11_z,R12_x,R12_y,R12_z,R13_x,R13_y,R13_z,R14_x,R14_y,R14_z,R15_x,R15_y,R15_z,R16_x,R16_y,R16_z,R17_x,R17_y,R17_z,R18_x,R18_y,R18_z,R19_x,R19_y,R19_z,R20_x,R20_y,R20_z
deaf,0.0,0.0,0.0,0.0104892839322643,-0.4186723172077005,0.0363354400799588,0.1275926958551095,-0.797071116053467,-0.0056528288766235,0.3278219985993346,-0.9578438967721496,-0.0697555005537718,0.5110801992150834,-0.9836277288346692,-0.1344074952554065,0.0726826093429935,-1.064092902924077,-0.0793804782933498,0.3406630221520916,-1.4364843970742625,-0.1512808195303893,0.498631645416474,-1.620084899413749,-0.183589053753562,0.6235214254382195,-1.7654598981489855,-0.2078388896190758,0.1465098466722414,-0.9776990267571316,-0.1504642080570471,0.5822072373913144,-1.011930466915041,-0.2492258167822751,0.5666026254774409,-0.7909350407094322,-0.2547173823529579,0.4612638883538227,-0.7198902273917075,-0.2430764070655366,0.2594893378281541,-0.8226281958630134,-0.2129176103330075,0.6416815279986199,-0.782252892544074,-0.2760192578177972,0.585875842532069,-0.5895265175825327,-0.2258901438535681,0.4781294021728075,-0.5489701022404517,-0.1853260765285094,0.3773066933462232,-0.6353159837212649,-0.2758627317517971,0.6616339151400288,-0.5818057120360096,-0.2832649159716084,0.6130491660361305,-0.4196028707826016,-0.2245845751957496,0.522972376878602,-0.3720410423854066,-0.1777708639686449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
book,0.0,0.0,0.0,-0.3466477795817534,-0.3954712888077336,-0.4259730697154947,-0.6667966651224281,-0.5271920170723422,-0.7450979745671485,-0.9126262625822196,-0.6795846163153415,-1.02434659600327,-1.1593859214205795,-0.9186072485082518,-1.3278234047226485,-0.6578821367823207,0.2213903494783471,-0.8520660795452345,-0.7617401035493133,0.2282181311527722,-1.3080264120047145,-0.6333158301623767,0.0408465047501648,-1.6230181307669698,-0.4840686686517539,-0.1874493933590924,-1.8132198066895424,-0.3440610463726092,0.437150842622064,-0.8309760147945334,-0.3277566933543892,0.4470351013437957,-1.3291751947351855,-0.1393037920467143,0.2130135128727247,-1.5987990261143632,0.0407510634853876,-0.0822452334438547,-1.7540434731908876,-0.030886835646387,0.5092412040461155,-0.8279402559641692,0.1322160016591927,0.4321423364145014,-1.289153294657447,0.3225431651706387,0.1996619476264978,-1.4930636550443477,0.4871286805607188,-0.1038832999422112,-1.5798723948892115,0.2475589303355677,0.4792663627075986,-0.8469541786341633,0.477592016568731,0.4365856575191247,-1.212367360473204,0.6424811372990281,0.2158111594941542,-1.365969962499998,0.7691623311259613,-0.0547821076948425,-1.447005487731863,0.0,0.0,0.0,0.3715141837197379,-0.3315494120428984,-0.34770002469679,0.7753262144610706,-0.3781660644417134,-0.6220685778479573,1.0855163467393023,-0.3797281380396188,-0.8480776319585998,1.436118194190739,-0.435023922576835,-1.0865325226558222,0.6949027235805831,0.2563567403778093,-0.7963854053371742,0.84561344825943,0.3132202714131568,-1.2308932459461408,0.8798169845497534,0.2999262349410216,-1.5397272511650235,0.8859104898066411,0.2071743162482713,-1.7363044884896055,0.3845071512727437,0.433403093940876,-0.8150558316965749,0.4268642660162587,0.3499628357617099,-1.2472950187241478,0.366064552638485,0.2335877449070172,-1.475882811194601,0.2990858352932768,0.1226067717527958,-1.6371925395311424,0.0621599938105022,0.4747484064083936,-0.8488199208229741,-0.0079801497891438,0.3084765112028639,-1.2861034304710204,-0.1064608872956908,0.1488301582539755,-1.4287501274788126,-0.1980340583629399,-0.0176881029042198,-1.4971038140162627,-0.2230426338014683,0.3907201926415334,-0.8964392076858143,-0.3032720304527998,0.3295379637056734,-1.2868858854950296,-0.4061063136755325,0.1830486872091816,-1.409072153518584,-0.5066742732580357,0.041088005921559,-1.4706824838179164
help,0.0,0.0,0.0,0.1071417155642206,-0.5942187144569402,-0.0659339286656741,0.3175125839259518,-1.1645775458709988,-0.1530387691648776,0.5805138201865508,-1.5837514092919058,-0.2323556228490846,0.7451727054698475,-1.912704181606778,-0.2819342025194236,0.6747898838528585,-1.0192627876012754,-0.2040121357140202,1.1802997821622574,-0.976011567722845,-0.3061393317707407,1.055986566804889,-0.8798962718185763,-0.3214669905158276,0.8720805102167873,-0.8648728189253213,-0.314987832613486,0.7611073859599964,-0.6044168163313193,-0.235363249410466,1.2374700962471483,-0.6307321953626622,-0.2908492750636117,1.0801068841962729,-0.5668214111583368,-0.2513421647234785,0.8888282921036081,-0.5367854299587301,-0.2270919715511845,0.814491160191385,-0.2047997192047849,-0.2687843162801117,1.2401704200313928,-0.264193576888348,-0.30759656924566,1.082261368799162,-0.2144145261712828,-0.2087933616436065,0.8920358288512272,-0.1624049089068222,-0.1468462475499393,0.8440472398948755,0.1694344904153801,-0.306946434398711,1.167501238441037,0.052001423824283,-0.3188934455871884,1.0319474034876452,0.0772024949914731,-0.2295162300489689,0.8834467625622006,0.1365198805667119,-0.1622340159082339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thankyou,0.0,0.0,0.0,-0.1224257988819993,-0.4838690824642659,0.00524644787398,-0.0920866683355522,-0.9645645792518106,-0.0302481181760754,0.0245096779648102,-1.3417637370177589,-0.068876299224345,0.0789108775653359,-1.629604026881051,-0.1096762744269325,0.0862616736063537,-1.1127257628894829,-0.1317237994382349,0.4328692242741248,-1.5402864954282771,-0.2142211712623851,0.6352634248976068,-1.7335153514387174,-0.2478503235517957,0.7873458976436883,-1.8536943926918388,-0.2583799483118911,0.2569277173895612,-0.9484842949884182,-0.1853798538064829,0.6149372388164378,-1.4375642016936858,-0.2431670709496368,0.8271533041393219,-1.6926635916945956,-0.2593823318928214,0.9776208185248192,-1.874052188999388,-0.2689894851426835,0.4176578159768787,-0.7421894734814677,-0.2345977867992618,0.7538042053796714,-1.2062786594179065,-0.2822817879652631,0.9506658058679728,-1.4592625958072103,-0.295112804375312,1.0862590877042806,-1.6534405691276854,-0.3039019670314624,0.5633444862520094,-0.5094944393165763,-0.2806821788011425,0.8351332652631016,-0.8766577554660864,-0.3153391700220542,0.9902381619623166,-1.089647460816663,-0.3116198266948387,1.1106694771375116,-1.2765230665839722,-0.3036903963415947,0.0,0.0,0.0,0.1243273768990958,-0.4516933373174013,0.0645314205647858,0.1018584220189996,-0.866765424864292,0.0639282424198531,0.017827503253429,-1.21717630565242,0.051150658596812,0.0002968779647816,-1.4925875103314494,0.0268139160155369,-0.1110141977543313,-1.0845026180305806,-0.0708099411941635,-0.4040468330920101,-1.4922413380229524,-0.1279859477969593,-0.5812826074324833,-1.700313874747735,-0.1453193841284279,-0.7240660831259191,-1.8530950216783773,-0.1510346903315904,-0.258539196298518,-0.9557094700982088,-0.1406303407587329,-0.591289729840853,-1.4261431826131803,-0.2154670073298969,-0.7779585142707862,-1.6812428938765256,-0.2315801885903773,-0.916262134832742,-1.867945591332398,-0.2325755034712116,-0.4092409002561172,-0.7722025657151572,-0.1985520285510811,-0.7119759967199554,-1.202723426455591,-0.2565700348966098,-0.8877588851403987,-1.4610821239165952,-0.25605084592777,-1.017785874202306,-1.6710945598519489,-0.2466351166561727,-0.5571369035977403,-0.5365559591453564,-0.2460891493690364,-0.7917301678755193,-0.9098701780529364,-0.2835803470146543,-0.9140290639990224,-1.12505889071256,-0.2682315060573836,-1.005733221846833,-1.311720262459228,-0.2464761840940342
book,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3239201583979645,-0.1608698033646979,-0.2774954568535982,0.6614838707792228,-0.0999052862946603,-0.4880486709385631,0.9187508358816694,0.0087993502159527,-0.662785465902042,1.2243345903978426,0.1048568457131575,-0.8624009797262836,0.7107023303340823,0.3745750130995796,-0.6081152971891282,1.0391358259023813,0.6681812794755411,-0.905044272299632,1.266937771262733,0.852880517539529,-1.1208275178558715,1.459608313085804,1.0212080188021768,-1.2847793230391824,0.5145389166695643,0.5679627258709491,-0.6423924386648338,0.8031123735850331,0.9057913075226832,-0.9567450379660302,1.0000369564155365,1.0981154367118318,-1.193162714313854,1.196697843261369,1.2919903564137225,-1.3740886652290034,0.2708474549737221,0.6581546723075716,-0.6831824529788421,0.4967788894394729,0.9501984153127414,-1.004420040044429,0.6523158154990528,1.1354966157801754,-1.2198691924676983,0.8006138614633128,1.290763686104608,-1.3763834656028326,-0.0042628406509697,0.6700069121881012,-0.7302227074367428,0.0832170556474248,0.8812643544123282,-1.044021589168348,0.1106077060863023,0.9791835611605963,-1.203038774246971,0.1382485597230934,1.0525133373293942,-1.318419040336147
thankyou,0.0,0.0,0.0,-0.2106306427521326,-0.4494476315538105,0.0179351735028832,-0.2518066208303329,-0.9460841999594314,-0.0292365712158239,-0.1261879871516459,-1.344737128880111,-0.0881582386661929,0.0230349530460451,-1.605095355145836,-0.1468078082717242,-0.3160962566993697,-1.0514476651953435,-0.1441353007474581,-0.0771499074394975,-1.6990311426233946,-0.2459029167905725,0.0828446980958658,-2.010713235338294,-0.2882307628807247,0.2073882584520832,-2.234381653978928,-0.3035699199304195,-0.1139219782685861,-0.9696416185453683,-0.2163721665374041,0.1040154371602298,-1.6779592031322792,-0.3043882347220919,0.2393147544482574,-2.0606467908435744,-0.3344566655447719,0.336590888514595,-2.3405325853050134,-0.3476656399522788,0.1151969532699806,-0.8847698546288647,-0.2821449080236742,0.2933154195048585,-1.5479067292829245,-0.3413349578688276,0.3970767408135545,-1.927980733367982,-0.3534031582842601,0.4601623615441869,-2.2075747341745293,-0.3576339046287743,0.3499531121542306,-0.7971358890839911,-0.3458717840353397,0.4565415246415236,-1.3311325113722086,-0.3774867055298597,0.5146038569000717,-1.6384301637030647,-0.3658074761038117,0.5593211298516249,-1.8845675310548609,-0.3512690508708892,0.0,0.0,0.0,0.1964470574383544,-0.4220706315354222,0.0234606049712457,0.2467455131961528,-0.8783689621967941,-0.0179321046942799,0.0978433045217022,-1.243463363911737,-0.0628375955720383,-0.0678370638464272,-1.4457240315157522,-0.1217297231173952,0.2727393098676735,-1.039974340571371,-0.1647277406806899,0.0834015146494676,-1.6494980745564636,-0.2655367840461795,-0.046511256489456,-1.9619726933985708,-0.3131189426805799,-0.1576780444202312,-2.1943286703342197,-0.3333299320967635,0.0748002534701487,-0.970091468653574,-0.2309274009864423,-0.1084982909862893,-1.665203847627592,-0.3161164493451349,-0.2293925637734437,-2.031177851806657,-0.3463049591291292,-0.3230872482123375,-2.2976417800080404,-0.3627209062869522,-0.1408690075923483,-0.8812563701055731,-0.286427614723309,-0.282317555242066,-1.5409134859386808,-0.342109305847505,-0.3709460145073164,-1.89525749876156,-0.3546478222398362,-0.4305816364762984,-2.159580018533749,-0.3620025923147183,-0.3671592110996688,-0.7745901224153943,-0.3354358862524683,-0.4509090831606701,-1.307626840509265,-0.3744239586826453,-0.4910081881137395,-1.5929806472814017,-0.3691063867090183,-0.5235796060921251,-1.828461548542784,-0.3595839576926101
eat,0.0,0.0,0.0,-0.2640472169565237,-0.4151736346857334,0.0310068571321539,-0.2986699749285649,-0.8633956896144087,0.0337671144227012,-0.1844192754971314,-1.1965203508743738,0.0366816353849008,-0.0689513905729607,-1.3902582651137103,0.0412724437823251,-0.1487490710503812,-0.9573474032572372,-0.0975812869772917,-0.2031015721709993,-1.6065237817575324,-0.1381909718806475,-0.2265932521808279,-1.8623918456783397,-0.1242759260003845,-0.2287445024859369,-2.0125064988089285,-0.095669617960522,0.1154638832184411,-0.9856124512514606,-0.1234349529517681,0.0626883876307421,-1.712486948623074,-0.1529416343596701,-0.01448884254478,-1.9648351788792668,-0.1138461573883837,-0.0740435611138093,-2.058336700627521,-0.0681879038628575,0.3140872132025999,-0.975316062409336,-0.1400456165907711,0.2803911835824263,-1.6563493532716005,-0.1475167803456182,0.1733905745064997,-1.8695805765459927,-0.0920021588704788,0.094826419820212,-1.9410713828798287,-0.0405283795984993,0.4349894145074955,-0.9280525829886104,-0.1530985866773594,0.396972209650366,-1.3923444877007145,-0.1358804766139416,0.2953822401962645,-1.6073788128817457,-0.0804152303516839,0.2132972514189303,-1.7227870056954506,-0.0281213958014672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help,0.0,0.0,0.0,0.1586144052578764,-0.6745874253082964,-0.0547444908748117,0.4533098604265905,-1.14853889694912,-0.1162626939336013,0.8114071855448659,-1.458827020463193,-0.1702510277314495,1.0199091358441952,-1.7598105454987836,-0.2017637419479942,0.7754725026028118,-0.91580478816033,-0.1105737452371879,1.1899205115957905,-0.9606766361410124,-0.1803418391263614,1.0255555423974352,-0.9225223631203414,-0.2024595017644125,0.8430687251979049,-0.887895220515509,-0.2032183181171553,0.8835863331784746,-0.4544002460634799,-0.1131176741171196,1.2240752946843252,-0.6271762125398355,-0.1294079279157579,1.0764973446831556,-0.6300772455984329,-0.1150800415706084,0.9194791225588717,-0.5713294044388234,-0.1162329192376874,0.939598025113898,-0.048956662414542,-0.1166050368773828,1.219729125920862,-0.272180164017986,-0.1259662180877936,1.0918795843587237,-0.2980092743302438,-0.0672487401517703,0.9403993836098145,-0.2338613915075058,-0.0371269450296212,0.9747497981009492,0.2941431519751257,-0.1207000484539739,1.1963813443614266,0.0282685455034234,-0.1020795853958525,1.0748108405680092,-0.0123413051817121,-0.0248596907417454,0.9538987190784308,0.0600657588010947,0.0304009483016338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
help,0.0,0.0,0.0,0.0850272004388476,-0.6276761863719716,-0.0561041798558704,0.248294148117794,-1.136300824400895,-0.1421971917059792,0.4744046202449541,-1.5421797374008228,-0.2179519094381199,0.6158711228509395,-1.8586636046637883,-0.2657450047231885,0.6845505455330454,-0.9622064574830758,-0.1858997067939612,1.076197735944468,-1.011585426294814,-0.2280764375176753,0.938206400914842,-0.930846745527148,-0.2117536252985211,0.7712277190121042,-0.8945892930851913,-0.1922520809638778,0.8099872780067058,-0.5531950636151404,-0.194668515839435,1.1308213626506896,-0.6904160586676593,-0.1932338898414511,0.9916341497252522,-0.6502561379389299,-0.1505645469744817,0.8413575667128915,-0.5971224227856853,-0.1358465582928759,0.8664364518074174,-0.1825508313072434,-0.1959262897591504,1.1328993415179982,-0.3542791791924009,-0.1837921681131717,1.015824235239784,-0.3099488458370351,-0.1114764917447912,0.8735630661310987,-0.2332258045838997,-0.0792505494514764,0.8903353241315187,0.1376112771370304,-0.1982424658562225,1.130927835269951,-0.0287243383500351,-0.1782294364895827,1.0904590734336947,-0.0211386930651668,-0.1080331205238943,1.0324036438271709,0.0382991178000468,-0.0583519265822644,0.0,0.0,0.0,-0.3797271911708704,0.0069498854269539,0.133181363771114,-0.6582900734986267,0.1145444245117612,0.045199877283552,-0.8775233469234399,0.1924574032814277,-0.0610542345973782,-1.1093784773329898,0.3167975291057203,-0.2076649907393895,-0.7754023899705721,0.0784858058956376,-0.5393079637180682,-1.123515958039485,0.1071937388258399,-0.8649950928819682,-1.411640406411435,0.1454042571601203,-1.0844175958604856,-1.622001114906132,0.1696256400342569,-1.2407263456850073,-0.653345976658634,0.0814978399488134,-0.7526600407007491,-1.038092330938735,0.2144969492943186,-1.1271782248270168,-1.317944297711442,0.3730704216523697,-1.3480882016763285,-1.524030920501399,0.5197052294403562,-1.5192330400165928,-0.4679944000420417,0.1034471277094062,-0.9218453366377796,-0.8228675069266264,0.2518504610547982,-1.273916472146721,-1.1006806202080648,0.4211168553719874,-1.496212047215718,-1.299694257825978,0.5624590443556619,-1.6598233375445512,-0.2681353732491382,0.1285384750252479,-1.0495044080847886,-0.4296954107475879,0.235602635172046,-1.402531018793027,-0.5901656468729927,0.3631281623856117,-1.6078308979308362,-0.7257867137654547,0.4926706487619182,-1.7610503133177882
again,0.0,0.0,0.0,0.3954417745796434,-0.0470210865878501,-0.0216835275206973,0.696656548681152,-0.2878986117074951,-0.0739592511266134,0.9109847601122648,-0.4867241645025658,-0.1395591754687522,1.1116448850706004,-0.6596631491833869,-0.2059584174489456,0.6270456972573634,-0.8372929325964922,-0.1048599230351051,0.8712616655272343,-0.7302705367676136,-0.2717204182764043,0.9718576858979868,-0.4527538197058142,-0.3762959847124323,1.0137815148747975,-0.2030142552653632,-0.4284857547238727,0.4693603379141003,-0.866637893556516,-0.1692324869671493,0.7598269208192305,-0.7286018524811704,-0.3508491537939278,0.8507974146692944,-0.3828326840751766,-0.4246052544668334,0.8697642420043116,-0.1153231028118398,-0.4477800595031745,0.3105955656330723,-0.779974977294953,-0.2406227545141867,0.5774681911782803,-0.6248304560714968,-0.4258438055925052,0.6741508695220478,-0.2822385442147685,-0.4488076912453812,0.7127496875653792,-0.0357941711866192,-0.4247304091463708,0.1667778955034424,-0.6078460896061257,-0.3101146804489542,0.3874641124094405,-0.5134893339142176,-0.446018961565514,0.4998165461655791,-0.2819000523527516,-0.4548478904720395,0.5666770168883125,-0.0954845246099615,-0.4314972912990258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
